fold,user_id
5,1355
5,1135
5,1419
5,1121
5,1167
5,158
5,812
5,80
5,1104
5,1085
5,493
5,1285
5,1494
5,471
5,1188
5,433
5,644
5,1203
5,594
5,1381
5,255
5,334
5,459
5,248
5,1517
5,288
5,725
5,203
5,67
5,933
5,506
5,659
5,568
5,689
5,179
5,1014
5,962
5,1195
5,597
5,69
5,1529
5,1005
5,1302
5,986
5,416
5,102
5,591
5,236
5,954
5,625
5,1019
5,1100
5,38
5,111
5,995
5,1348
5,1487
5,443
5,969
5,289
5,731
5,734
5,759
5,987
5,233
6,543
6,1305
6,184
6,2
6,505
6,1169
6,1150
6,195
6,284
6,858
6,95
6,64
6,1353
6,1572
6,1511
6,91
6,632
6,17
6,149
6,1044
6,781
6,339
6,1045
6,475
6,744
6,665
6,884
6,570
6,562
6,1512
6,921
6,1155
6,1149
6,395
6,1318
6,368
6,761
6,1544
6,1035
6,1220
6,1028
6,996
6,1536
6,240
6,782
6,32
6,1262
6,670
6,1473
6,1341
6,408
6,187
6,885
6,292
6,963
6,730
6,720
6,116
6,440
6,580
6,323
6,385
6,166
6,380
6,571
6,430
6,769
6,256
6,655
6,1090
6,508
6,968
6,1084
6,901
6,1133
6,848
6,711
6,15
6,985
6,1426
6,93
6,1562
6,636
6,1498
6,174
6,1082
6,492
6,1274
6,156
6,873
6,1137
6,1123
6,1493
6,1413
6,1266
6,1372
6,1444
6,85
6,1185
6,663
6,1565
6,209
6,444
6,1078
6,265
6,1017
6,1146
6,700
6,417
6,383
6,225
6,964
6,991
6,480
6,1111
6,264
6,849
6,514
6,201
6,1427
6,552
6,973
6,428
6,469
6,365
6,189
6,262
6,0
6,72
6,1311
6,1477
6,1323
6,838
6,70
6,278
6,1549
6,501
6,387
6,1393
6,448
6,533
6,579
6,397
6,961
6,465
6,1074
6,1280
6,947
6,1403
6,790
6,780
6,1115
6,709
6,539
7,908
7,1255
7,1265
7,1145
7,929
7,883
7,1298
7,1526
7,1030
7,965
7,906
7,832
7,1139
7,538
7,1417
7,453
7,1212
7,939
7,1463
7,1240
7,1301
7,586
7,1202
7,581
7,464
7,646
7,1433
7,850
7,1018
7,712
7,983
7,510
7,295
7,976
7,932
7,1250
7,821
7,1554
7,1350
7,553
7,75
7,410
7,1303
7,485
7,1057
7,1405
7,1354
7,1154
7,840
7,1253
7,317
7,1143
7,1360
7,898
7,1570
7,1347
7,1402
7,1244
7,909
7,707
7,212
7,1416
7,409
7,1147
7,1148
7,35
7,1230
7,1320
7,611
7,910
7,1179
7,814
7,1144
7,749
7,1466
7,1295
7,1331
7,1553
7,662
7,42
7,743
7,1362
7,402
7,577
7,652
7,497
7,1010
7,637
7,515
7,1247
7,167
7,998
7,65
7,1086
7,1367
7,151
7,614
7,868
7,1480
7,207
7,556
7,1142
7,60
7,132
7,667
7,1291
7,739
7,829
7,1468
7,104
7,1420
7,760
7,1067
7,982
7,305
7,1547
7,223
7,1184
7,1181
7,1486
7,230
7,194
7,980
7,866
7,748
7,1200
7,1465
7,260
7,1446
7,924
7,1388
7,1054
7,1087
7,738
7,796
7,374
7,370
7,755
7,784
7,1520
7,296
7,1337
7,1066
7,1219
7,1263
7,219
7,78
7,357
7,1556
7,1550
7,687
7,1269
7,816
7,935
8,590
8,896
8,24
8,491
8,1442
8,112
8,1385
8,496
8,534
8,660
8,767
8,1321
8,1424
8,1058
8,671
8,1414
8,1557
8,1251
8,1267
8,1306
8,1548
8,1391
8,1260
8,669
8,57
8,938
8,1406
8,612
8,825
8,294
8,802
8,1527
8,1187
8,1400
8,1068
8,1118
8,1059
8,795
8,177
8,449
8,1051
8,888
8,706
8,1060
8,967
8,379
8,420
8,1334
8,100
8,1357
8,809
8,661
8,1546
8,269
8,811
8,887
8,1484
8,839
8,763
8,234
8,129
8,1513
8,735
8,345
8,979
8,1352
8,855
8,83
8,1411
8,776
8,1431
8,452
8,573
8,133
8,1472
8,359
8,548
8,250
8,148
8,1522
8,1204
8,1457
8,1404
8,6
8,1451
8,685
8,1256
8,322
8,513
8,218
8,94
8,1293
8,900
8,815
8,1234
8,381
8,922
8,238
8,697
8,124
8,923
8,1158
8,654
8,746
8,437
8,44
8,1336
8,461
8,1072
8,319
8,1312
8,516
8,138
8,128
8,1326
8,889
8,52
8,592
8,163
8,1275
8,624
8,1474
8,229
8,1258
8,478
8,856
8,18
8,1502
8,159
8,1191
8,694
8,349
8,1042
8,1437
8,805
8,631
8,1383
8,668
8,244
8,1069
8,1183
8,666
8,1509
8,53
8,193
8,1098
8,351
8,566
8,245
8,316
8,1268
8,1346
8,458
8,1024
9,617
9,30
9,783
9,378
9,175
9,583
9,807
9,301
9,1516
9,241
9,382
9,584
9,1378
9,1037
9,648
9,713
9,1000
9,303
9,1279
9,847
9,1033
9,610
9,119
9,691
9,837
9,113
9,137
9,528
9,585
9,1083
9,263
9,160
9,98
9,1399
9,412
9,425
9,1249
9,826
9,1064
9,404
9,1316
9,853
9,261
9,415
9,916
9,393
9,1126
9,1015
9,247
9,1110
9,1386
9,1296
9,313
9,401
9,1495
9,792
9,603
9,406
9,1091
9,757
9,714
9,274
9,1114
9,1387
9,1031
9,927
9,388
9,353
9,1462
9,1539
9,178
9,875
9,152
9,1125
9,71
9,28
9,693
9,267
9,727
9,1038
9,1368
9,1159
9,657
9,1237
9,560
9,601
9,678
9,834
9,564
9,110
9,1314
9,801
9,1105
9,818
9,1229
9,252
9,718
9,249
9,1186
9,1482
9,857
9,1363
9,841
9,1026
9,673
9,1504
9,653
9,870
9,1161
9,820
9,971
9,957
9,705
9,541
9,318
9,21
9,721
9,575
9,1189
9,487
9,171
9,1063
9,574
9,1505
9,645
9,107
9,1032
9,424
9,198
9,626
9,259
9,1227
9,523
9,367
9,615
9,272
9,851
9,1201
9,320
9,930
9,12
9,907
9,389
9,1056
9,1252
9,729
9,364
9,45
9,1545
9,228
9,414
9,43
9,1168
9,23
10,346
10,917
10,561
10,1479
10,134
10,788
10,537
10,144
10,736
10,99
10,1458
10,893
10,51
10,1
10,535
10,1208
10,1134
10,1514
10,61
10,16
10,1016
10,1175
10,101
10,293
10,846
10,864
10,695
10,616
10,155
10,331
10,779
10,192
10,315
10,692
10,596
10,1077
10,1467
10,512
10,740
10,8
10,354
10,1283
10,728
10,489
10,733
10,1089
10,629
10,1436
10,1113
10,891
10,273
10,1564
10,1333
10,1013
10,1076
10,50
10,147
10,329
10,186
10,1289
10,34
10,1315
10,974
10,1039
10,1041
10,455
10,874
10,1351
10,337
10,827
10,183
10,1165
10,532
10,949
10,1242
10,1561
10,73
10,719
10,169
10,1450
10,474
10,527
10,1476
10,526
10,180
10,1491
10,1109
10,63
10,1023
10,1425
10,136
10,647
10,476
10,1478
10,897
10,457
10,1107
10,407
10,1499
10,324
10,308
10,572
10,786
10,975
10,558
10,22
10,1328
10,419
10,48
10,627
10,956
10,125
10,1322
10,844
10,145
10,185
10,1222
10,1094
10,563
10,427
10,1421
10,1390
10,1071
10,1101
10,904
10,1011
10,336
10,990
10,750
10,822
10,1223
10,20
10,1156
10,311
10,726
10,341
10,863
10,74
10,1136
10,703
10,684
10,26
10,890
10,153
10,518
10,1470
10,831
10,958
10,880
10,803
10,1128
10,468
10,1492
10,1102
